Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Developer
NFL 2K1,DC,2000.0,Sports,Sega,1.02,0.05,0.0,0.02,1.09,97.0,Visual Concepts
Untold Legends: Brotherhood of the Blade,PSP,2005.0,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.09,68.0,Sony Online Entertainment
Project CARS,PS4,2015.0,Racing,Slightly Mad Studios,0.2,0.7,0.02,0.16,1.09,83.0,Slightly Mad Studios
Madden NFL 2004,XB,2003.0,Sports,Electronic Arts,1.02,0.02,0.0,0.05,1.09,92.0,EA Tiburon
Sonic and the Black Knight,Wii,2009.0,Platform,Sega,0.64,0.34,0.01,0.1,1.09,54.0,Sonic Team
The Godfather,PS2,2006.0,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09,75.0,Electronic Arts
Sonic Free Riders,X360,2010.0,Racing,Sega,0.74,0.25,0.0,0.09,1.09,47.0,Sega
Star Wars: Bounty Hunter,PS2,2002.0,Shooter,LucasArts,0.53,0.42,0.0,0.14,1.09,65.0,LucasArts
WWE SmackDown vs. Raw 2011,PS3,2010.0,Fighting,THQ,0.44,0.46,0.01,0.18,1.09,74.0,Yuke's
LEGO Star Wars III: The Clone Wars,DS,2011.0,Action,LucasArts,0.61,0.38,0.0,0.1,1.09,66.0,Traveller's Tales
NCAA Football 13,X360,2012.0,Action,Electronic Arts,1.02,0.0,0.0,0.07,1.09,76.0,EA Tiburon
Skate 2,X360,2009.0,Sports,Electronic Arts,0.82,0.17,0.01,0.09,1.09,84.0,EA Black Box
NASCAR Thunder 2004,PS2,2003.0,Racing,Electronic Arts,0.53,0.41,0.0,0.14,1.08,88.0,EA Tiburon
Namco Museum Battle Collection,PSP,2005.0,Misc,Sony Computer Entertainment,0.75,0.18,0.0,0.16,1.08,73.0,TOSE
Empire: Total War,PC,2009.0,Strategy,Sega,0.01,0.97,0.0,0.1,1.08,90.0,Creative Assembly
Virtua Fighter 5,PS3,2007.0,Fighting,Sega,0.29,0.51,0.08,0.2,1.08,85.0,Sega AM2
Dante's Inferno,PS3,2010.0,Action,Electronic Arts,0.64,0.28,0.04,0.13,1.08,75.0,Visceral Games
Tom Clancy's Ghost Recon 2,PS2,2004.0,Shooter,Ubisoft,0.64,0.34,0.0,0.1,1.08,58.0,Ubisoft Shanghai/Paris
Forza Horizon 3,XOne,2016.0,Racing,Microsoft Game Studios,0.42,0.58,0.0,0.08,1.08,91.0,Playground Games
Star Wars: The Force Unleashed,PSP,2008.0,Action,LucasArts,0.43,0.4,0.0,0.24,1.08,70.0,Krome Studios
Dragon Ball Z: Taiketsu,GBA,2003.0,Fighting,Atari,0.77,0.29,0.0,0.02,1.08,40.0,Webfoot Technologies
Star Fox: Assault,GC,2005.0,Shooter,Nintendo,0.68,0.18,0.19,0.03,1.08,67.0,Namco
Plants vs. Zombies: Garden Warfare,X360,2014.0,Shooter,Electronic Arts,0.51,0.47,0.0,0.09,1.08,69.0,PopCap
The Simpsons Game,PSP,2007.0,Action,Electronic Arts,0.24,0.54,0.0,0.3,1.07,59.0,"Electronic Arts, Rebellion"
LEGO Star Wars II: The Original Trilogy,DS,2006.0,Action,LucasArts,0.96,0.03,0.0,0.08,1.07,47.0,Amaze Entertainment
Call of Duty 3,PS2,2006.0,Shooter,Activision,0.89,0.03,0.0,0.15,1.07,82.0,Treyarch
FIFA Soccer 11,Wii,2010.0,Sports,Electronic Arts,0.26,0.69,0.0,0.12,1.07,73.0,EA Sports
Prince of Persia,PS3,2008.0,Action,Ubisoft,0.47,0.4,0.03,0.17,1.07,85.0,Ubisoft Montreal
Tomb Raider: Underworld,X360,2008.0,Action,Eidos Interactive,0.53,0.42,0.01,0.11,1.07,76.0,Crystal Dynamics
Pro Evolution Soccer 2008,X360,2007.0,Sports,Konami Digital Entertainment,0.08,0.9,0.04,0.05,1.07,76.0,Konami
SoulCalibur III,PS2,2005.0,Fighting,Namco Bandai Games,0.74,0.15,0.13,0.05,1.07,86.0,Namco
Tiger Woods PGA Tour 10,Wii,2009.0,Sports,Electronic Arts,0.6,0.36,0.0,0.11,1.07,88.0,EA Tiburon
MySims Agents,DS,2009.0,Adventure,Electronic Arts,0.54,0.42,0.0,0.11,1.07,60.0,TOSE
World Tour Soccer,PSP,2005.0,Sports,Sony Computer Entertainment,0.1,0.63,0.0,0.34,1.07,70.0,SCEE
Naruto: Ultimate Ninja Storm,PS3,2008.0,Fighting,Namco Bandai Games,0.49,0.34,0.09,0.15,1.07,75.0,CyberConnect2
Lightning Returns: Final Fantasy XIII,PS3,2013.0,Role-Playing,Square Enix,0.31,0.2,0.45,0.11,1.07,66.0,Square Enix
Mortal Kombat: Armageddon,PS2,2006.0,Fighting,Midway Games,0.88,0.04,0.0,0.14,1.06,75.0,Midway
Freekstyle,PS2,2002.0,Racing,Electronic Arts,0.52,0.41,0.0,0.14,1.06,81.0,Page 44 Studios
Grand Theft Auto: Chinatown Wars,PSP,2009.0,Action,Take-Two Interactive,0.28,0.49,0.03,0.27,1.06,90.0,Rockstar Leeds
Spore Creatures,DS,2008.0,Simulation,Electronic Arts,0.66,0.3,0.0,0.1,1.06,65.0,Griptonite Games
The Orange Box,PS3,2007.0,Shooter,Electronic Arts,0.28,0.58,0.0,0.21,1.06,89.0,EA Games
DJ Hero,X360,2009.0,Misc,Activision,0.56,0.39,0.0,0.11,1.06,84.0,FreeStyleGames
Bully: Scholarship Edition,X360,2008.0,Action,Take-Two Interactive,0.53,0.4,0.03,0.11,1.06,80.0,"Mad Doc Software, Rockstar Vancouver"
NBA Street V3,PS2,2005.0,Sports,Electronic Arts,0.52,0.41,0.0,0.14,1.06,89.0,EA Canada
Hulk,PS2,2003.0,Action,Universal Interactive,0.52,0.41,0.0,0.14,1.06,71.0,Radical Entertainment
Overwatch,XOne,2016.0,Shooter,Activision,0.63,0.33,0.0,0.1,1.06,91.0,Blizzard Entertainment
Aliens vs Predator,X360,2010.0,Shooter,Sega,0.55,0.4,0.0,0.11,1.06,64.0,Rebellion
Skylanders Giants,PS3,2012.0,Action,Activision,0.36,0.49,0.0,0.2,1.06,77.0,Toys for Bob
Diablo II: Lord of Destruction,PC,2001.0,Role-Playing,Vivendi Games,1.03,0.02,0.0,0.0,1.06,87.0,Blizzard North
Endless Ocean,Wii,2007.0,Adventure,Nintendo,0.43,0.46,0.09,0.09,1.06,72.0,Arika
Spider-Man 2,GBA,2004.0,Action,Activision,0.76,0.28,0.0,0.02,1.06,65.0,Digital Eclipse
Seek and Destroy,PS2,2002.0,Racing,Play It,0.52,0.4,0.0,0.14,1.06,63.0,Barnhouse Effect
Darksiders,X360,2010.0,Action,THQ,0.67,0.28,0.01,0.1,1.06,83.0,Vigil Games
Mercenaries 2: World in Flames,X360,2008.0,Shooter,Electronic Arts,0.65,0.3,0.01,0.1,1.06,72.0,Pandemic Studios
Warhawk,PS3,2007.0,Simulation,Sony Computer Entertainment,0.49,0.39,0.0,0.17,1.06,84.0,Incognito Inc.
DiRT 3,PS3,2011.0,Racing,Codemasters,0.27,0.57,0.01,0.2,1.06,87.0,Codemasters
Sega Superstars Tennis,Wii,2008.0,Sports,Sega,0.28,0.65,0.0,0.13,1.05,71.0,Sumo Digital
DiRT,PS3,2007.0,Racing,Codemasters,0.16,0.66,0.0,0.23,1.05,83.0,Codemasters
Call of Duty 4: Modern Warfare,DS,2007.0,Shooter,Activision,0.95,0.01,0.01,0.08,1.05,75.0,n-Space
Resident Evil: The Darkside Chronicles,Wii,2009.0,Action,Capcom,0.46,0.31,0.2,0.09,1.05,75.0,Cavia Inc.
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006.0,Shooter,Sony Computer Entertainment,0.81,0.11,0.0,0.13,1.05,81.0,Zipper Interactive
Dora the Explorer: Dora Saves the Mermaids,DS,2007.0,Platform,Take-Two Interactive,0.97,0.01,0.0,0.07,1.05,44.0,Black Lantern Studios
NBA 2K3,PS2,2002.0,Sports,Sega,0.51,0.4,0.0,0.13,1.05,89.0,Visual Concepts
LEGO The Lord of the Rings,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,0.37,0.49,0.0,0.19,1.05,82.0,TT Games
The Simpsons: Road Rage,XB,2001.0,Racing,Electronic Arts,0.78,0.26,0.0,0.01,1.05,61.0,Fox Interactive
Dave Mirra Freestyle BMX,PS,2000.0,Sports,Acclaim Entertainment,0.91,0.11,0.0,0.03,1.05,82.0,"Z-Axis, Ltd."
EA Sports UFC,PS4,2014.0,Sports,Electronic Arts,0.46,0.41,0.01,0.17,1.05,70.0,EA Sports
Forza Motorsport,XB,2005.0,Racing,Microsoft Game Studios,0.52,0.51,0.0,0.02,1.05,92.0,Microsoft Game Studios
Virtua Tennis 3,PS3,2007.0,Sports,Sega,0.23,0.58,0.03,0.21,1.05,80.0,Sega AM3
Monster Rancher 2,PS,1998.0,Simulation,Sony Computer Entertainment,0.19,0.13,0.66,0.07,1.05,83.0,Tecmo
MVP Baseball 2003,PS2,2003.0,Sports,Electronic Arts,0.51,0.4,0.0,0.13,1.04,81.0,EA Sports
WWE SmackDown vs. Raw 2010,X360,2009.0,Fighting,THQ,0.56,0.37,0.01,0.1,1.04,80.0,Yuke's
Sleeping Dogs,PS3,2012.0,Action,Square Enix,0.31,0.49,0.05,0.19,1.04,83.0,United Front Games
ATV: Quad Power Racing,PS,2000.0,Racing,Acclaim Entertainment,0.58,0.39,0.0,0.07,1.04,42.0,Climax Group
Naruto: Clash of Ninja 2,GC,2003.0,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04,74.0,8ing/Raizing
Dance Dance Revolution SuperNOVA,PS2,2006.0,Simulation,Konami Digital Entertainment,0.87,0.03,0.0,0.14,1.04,73.0,Konami
Aliens vs Predator,PS3,2010.0,Shooter,Sega,0.41,0.46,0.0,0.18,1.04,65.0,Rebellion
F-Zero: Maximum Velocity,GBA,2001.0,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04,86.0,Nd Cube
Sonic the Hedgehog,X360,2006.0,Platform,Sega,0.44,0.48,0.0,0.11,1.04,46.0,Sega
Need for Speed: Most Wanted,XB,2005.0,Racing,Electronic Arts,0.53,0.46,0.0,0.05,1.04,83.0,EA Canada
The Simpsons Game,X360,2007.0,Action,Electronic Arts,0.54,0.39,0.0,0.11,1.03,71.0,"Electronic Arts, EA Redwood Shores"
F1 2012,PS3,2012.0,Racing,Codemasters,0.12,0.63,0.05,0.23,1.03,81.0,Codemasters
Brink,X360,2011.0,Shooter,Bethesda Softworks,0.59,0.35,0.01,0.09,1.03,68.0,Splash Damage
MX vs. ATV Unleashed,PS2,2005.0,Racing,THQ,0.86,0.03,0.0,0.14,1.03,79.0,Rainbow Studios
WipEout Pure,PSP,2005.0,Racing,Sony Computer Entertainment,0.47,0.34,0.0,0.23,1.03,88.0,Studio Liverpool
UFC Undisputed 3,PS3,2012.0,Action,THQ,0.55,0.32,0.03,0.13,1.03,86.0,Yuke's
LEGO Pirates of the Caribbean: The Video Game,X360,2011.0,Action,Disney Interactive Studios,0.54,0.39,0.0,0.09,1.03,73.0,Traveller's Tales
Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007.0,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.03,84.0,"Red Storm Entertainment, Ubisoft Paris"
Super Princess Peach,DS,2005.0,Platform,Nintendo,0.7,0.05,0.21,0.07,1.03,75.0,TOSE
Guinness World Records: The Videogame,Wii,2008.0,Action,Warner Bros. Interactive Entertainment,0.46,0.47,0.0,0.11,1.03,67.0,TT Fusion
NCAA March Madness 2004,PS2,2003.0,Sports,Electronic Arts,0.5,0.39,0.0,0.13,1.03,82.0,NuFX
The Legend of Zelda: Twilight Princess HD,WiiU,2016.0,Action,Nintendo,0.56,0.3,0.08,0.09,1.03,86.0,"Tantalus Interactive, Tantatus, Nintendo"
LEGO Indiana Jones: The Original Adventures,PS3,2008.0,Action,Activision,0.44,0.42,0.0,0.17,1.03,77.0,Traveller's Tales
Tomb Raider,PC,1996.0,Action,Eidos Interactive,0.96,0.07,0.0,0.0,1.03,86.0,"Crystal Dynamics, Nixxes Software"
Street Fighter Alpha 3,PS,1998.0,Fighting,Virgin Interactive,0.38,0.12,0.51,0.02,1.03,93.0,Capcom
MySims Agents,Wii,2009.0,Adventure,Electronic Arts,0.61,0.32,0.0,0.1,1.03,78.0,Electronic Arts
MotorStorm: Arctic Edge,PSP,2009.0,Racing,Sony Computer Entertainment,0.16,0.57,0.0,0.29,1.02,79.0,Bigbig Studios
FIFA Soccer 08,Wii,2007.0,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02,65.0,EA Canada
Tiger Woods PGA Tour 08,Wii,2007.0,Sports,Electronic Arts,0.93,0.01,0.0,0.08,1.02,72.0,EA Salt Lake
Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007.0,Fighting,Atari,0.32,0.36,0.26,0.09,1.02,72.0,"Spike, Namco Bandai Games"
Shrek 2,GC,2004.0,Platform,Activision,0.73,0.26,0.01,0.03,1.02,70.0,"Luxoflux, Inc."
NBA 2K17,XOne,2016.0,Sports,Take-Two Interactive,0.86,0.06,0.0,0.11,1.02,90.0,Visual Concepts
Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007.0,Shooter,Ubisoft,0.87,0.05,0.02,0.08,1.02,86.0,"Red Storm Entertainment, Ubisoft Paris"
Sonic Unleashed,PS3,2008.0,Platform,Sega,0.56,0.32,0.01,0.14,1.02,54.0,Sonic Team
Disney Universe,Wii,2011.0,Action,Disney Interactive Studios,0.64,0.28,0.0,0.1,1.02,61.0,Eurocom Entertainment Software
Dance on Broadway,Wii,2010.0,Misc,Ubisoft,0.25,0.65,0.0,0.12,1.02,48.0,Longtail Studios
LEGO Indiana Jones 2: The Adventure Continues,X360,2009.0,Action,Activision,0.62,0.31,0.0,0.09,1.02,71.0,Traveller's Tales
Bulletstorm,X360,2011.0,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02,84.0,"Epic Games, People Can Fly"
Skylanders SWAP Force,PS3,2013.0,Platform,Activision,0.43,0.42,0.0,0.17,1.02,83.0,Vicarious Visions
Madden NFL 07,XB,2006.0,Sports,Electronic Arts,0.97,0.03,0.0,0.03,1.02,83.0,EA Tiburon
Sonic Generations,3DS,2011.0,Platform,Sega,0.44,0.47,0.01,0.09,1.02,66.0,"Sega, Dimps Corporation"
Rock Band 2,Wii,2008.0,Misc,MTV Games,0.93,0.01,0.0,0.08,1.02,92.0,Harmonix Music Systems
Harry Potter and the Prisoner of Azkaban,PS2,2004.0,Action,Electronic Arts,0.5,0.39,0.0,0.13,1.02,70.0,EA Games
Pokemon Conquest,DS,2012.0,Role-Playing,Nintendo,0.56,0.05,0.37,0.04,1.02,80.0,Koei
Wall-E,Wii,2008.0,Platform,THQ,0.51,0.4,0.0,0.11,1.01,51.0,Heavy Iron Studios
Naruto: Clash of Ninja Revolution,Wii,2007.0,Fighting,Tomy Corporation,0.44,0.46,0.0,0.11,1.01,74.0,8ing/Raizing
Ace Combat 6: Fires of Liberation,X360,2007.0,Simulation,Atari,0.69,0.04,0.22,0.06,1.01,80.0,Project Aces
The Simpsons Game,Wii,2007.0,Action,Electronic Arts,0.45,0.46,0.0,0.11,1.01,64.0,"Electronic Arts, Rebellion"
Ninja Gaiden II,X360,2008.0,Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01,81.0,"Team Ninja, Tecmo"
Assassin's Creed: Rogue,X360,2014.0,Action,Ubisoft,0.58,0.34,0.0,0.09,1.01,72.0,Ubisoft
Rayman Legends,PS4,2014.0,Platform,Ubisoft,0.22,0.64,0.0,0.16,1.01,90.0,Ubisoft Montpellier
Prince of Persia,X360,2008.0,Action,Ubisoft,0.54,0.34,0.02,0.1,1.01,81.0,Ubisoft Montreal
Monster Rancher,PS,1997.0,Simulation,Tecmo Koei,0.12,0.08,0.74,0.07,1.01,86.0,Tecmo
ZombiU,WiiU,2012.0,Action,Ubisoft,0.52,0.36,0.05,0.08,1.01,77.0,Ubisoft Montpellier
Pokken Tournament,WiiU,2016.0,Fighting,Namco Bandai Games,0.5,0.26,0.17,0.08,1.01,76.0,Bandai Namco Games
Ford Racing 2,PS2,2003.0,Racing,Empire Interactive,0.49,0.38,0.0,0.13,1.0,51.0,Razorworks Studios
NERF N-Strike Elite,Wii,2009.0,Shooter,Electronic Arts,0.93,0.0,0.0,0.07,1.0,67.0,EA Salt Lake
God of War: Ghost of Sparta,PSP,2010.0,Action,Sony Computer Entertainment,0.41,0.35,0.03,0.21,1.0,86.0,Ready at Dawn
SoulCalibur II,XB,2003.0,Fighting,Namco Bandai Games,0.78,0.18,0.03,0.0,1.0,92.0,Namco
NFL GameDay 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.56,0.38,0.0,0.07,1.0,73.0,989 Sports
Dynasty Warriors 3: Xtreme Legends,PS2,2002.0,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1.0,72.0,Omega Force
Rayman Origins,PS3,2011.0,Platform,Ubisoft,0.33,0.49,0.01,0.17,1.0,87.0,UBlart Montpellier
NFL Fever 2002,XB,2000.0,Sports,Microsoft Game Studios,0.74,0.21,0.0,0.04,0.99,79.0,Microsoft Game Studios
Just Dance 2014,X360,2013.0,Misc,Ubisoft,0.72,0.17,0.0,0.1,0.99,79.0,Ubisoft
NCAA Football 12,X360,2011.0,Sports,Electronic Arts,0.94,0.0,0.0,0.06,0.99,82.0,EA Sports
UFC Undisputed 3,X360,2012.0,Action,THQ,0.72,0.2,0.0,0.08,0.99,85.0,Yuke's
Kirby: Mass Attack,DS,2011.0,Platform,Nintendo,0.48,0.06,0.41,0.05,0.99,83.0,HAL Labs
Haze,PS3,2008.0,Shooter,Ubisoft,0.49,0.33,0.02,0.15,0.99,55.0,Free Radical Design
Oddworld: Abe's Exoddus,PS,1998.0,Platform,GT Interactive,0.55,0.38,0.0,0.06,0.99,88.0,Oddworld Inhabitants
The Bouncer,PS2,2000.0,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99,66.0,DreamFactory
DiRT 2,PS3,2009.0,Racing,Codemasters,0.27,0.52,0.0,0.19,0.99,87.0,Codemasters
Guitar Hero: Aerosmith,PS3,2008.0,Misc,Activision,0.73,0.15,0.0,0.11,0.99,70.0,Neversoft Entertainment
Shadow The Hedgehog,GC,2005.0,Platform,Sega,0.76,0.2,0.0,0.03,0.99,51.0,Sonic Team
EyePet,PS3,2009.0,Simulation,Sony Computer Entertainment,0.35,0.52,0.04,0.08,0.99,70.0,SCEE London Studio
Apollo Justice: Ace Attorney,DS,2007.0,Adventure,Capcom,0.28,0.04,0.64,0.03,0.99,78.0,Capcom
Ace Combat X: Skies of Deception,PSP,2006.0,Simulation,Namco Bandai Games,0.37,0.3,0.12,0.19,0.99,75.0,Project Aces
Dark Souls,X360,2011.0,Role-Playing,Namco Bandai Games,0.64,0.27,0.0,0.09,0.99,89.0,From Software
Cars: Race-O-Rama,Wii,2009.0,Racing,THQ,0.61,0.29,0.0,0.09,0.99,58.0,Incinerator Games
Puzzler Collection,DS,2008.0,Puzzle,Ubisoft,0.16,0.78,0.0,0.04,0.99,71.0,Route 1 Games
Midnight Club: LA Remix,PSP,2008.0,Racing,Take-Two Interactive,0.52,0.27,0.0,0.19,0.98,79.0,Rockstar London
Pro Evolution Soccer 2008,PSP,2008.0,Sports,Konami Digital Entertainment,0.02,0.53,0.19,0.25,0.98,80.0,Konami
FIFA Soccer 10,Wii,2009.0,Sports,Electronic Arts,0.23,0.64,0.0,0.11,0.98,75.0,EA Sports
Tales of Graces f,PS3,2010.0,Role-Playing,Namco Bandai Games,0.28,0.18,0.45,0.07,0.98,77.0,Namco Bandai Games
Fallout 3,PC,2008.0,Role-Playing,Bethesda Softworks,0.02,0.88,0.0,0.08,0.98,91.0,Bethesda Game Studios
Mario Party Advance,GBA,2005.0,Misc,Nintendo,0.5,0.19,0.28,0.02,0.98,54.0,Hudson
Zoo Tycoon DS,DS,2005.0,Strategy,THQ,0.86,0.03,0.01,0.08,0.98,44.0,Altron
WWE SmackDown vs Raw 2008,Wii,2007.0,Fighting,THQ,0.38,0.5,0.0,0.11,0.98,59.0,Yuke's
Dead Space 3,X360,2013.0,Action,Electronic Arts,0.64,0.26,0.0,0.08,0.98,78.0,Visceral Games
Tom Clancy's Splinter Cell: Blacklist,X360,2013.0,Action,Ubisoft,0.57,0.32,0.01,0.08,0.98,82.0,Ubisoft Toronto
NBA 2K10,X360,2009.0,Sports,Take-Two Interactive,0.88,0.02,0.0,0.08,0.97,82.0,Visual Concepts
NCAA Football 06,XB,2005.0,Sports,Electronic Arts,0.73,0.21,0.0,0.03,0.97,87.0,EA Sports
Grand Theft Auto: San Andreas,PC,2005.0,Action,Take-Two Interactive,0.0,0.93,0.0,0.04,0.97,93.0,Rockstar North
Madden NFL 08,PS3,2007.0,Sports,Electronic Arts,0.89,0.0,0.0,0.08,0.97,81.0,EA Tiburon
Fire Emblem,GBA,2003.0,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97,88.0,Intelligent Systems
Brutal Legend,X360,2009.0,Action,Electronic Arts,0.62,0.26,0.0,0.09,0.97,82.0,Double Fine Productions
Disney Infinity,PS3,2013.0,Action,Disney Interactive Studios,0.49,0.32,0.0,0.16,0.97,75.0,Avalanche Software
Tamagotchi Connection: Corner Shop 2,DS,2006.0,Simulation,Namco Bandai Games,0.09,0.01,0.86,0.01,0.97,66.0,NanaOn-Sha
NHL 2004,PS2,2003.0,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.97,85.0,EA Sports
Grand Theft Auto: Vice City Stories,PS2,2007.0,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97,75.0,Rockstar Leeds
FIFA Soccer 2005,XB,2004.0,Sports,Electronic Arts,0.33,0.6,0.0,0.04,0.97,81.0,EA Canada
Mass Effect 3,PC,2012.0,Role-Playing,Electronic Arts,0.4,0.44,0.0,0.12,0.97,89.0,BioWare
Cars,DS,2006.0,Racing,THQ,0.85,0.04,0.0,0.07,0.97,54.0,Helixe
Band Hero,Wii,2009.0,Misc,Activision,0.59,0.29,0.0,0.09,0.97,79.0,Vicarious Visions
Skylanders: Spyro's Adventure,X360,2011.0,Action,Activision,0.53,0.34,0.0,0.1,0.97,78.0,Toys for Bob
LEGO Star Wars II: The Original Trilogy,GC,2006.0,Action,LucasArts,0.75,0.19,0.0,0.03,0.97,84.0,Traveller's Tales
Medal of Honor: Underground,PS,2000.0,Shooter,Electronic Arts,0.54,0.37,0.0,0.06,0.97,86.0,Dreamworks Interactive
Dark Cloud 2,PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96,87.0,Level 5
Far Cry 3,PC,2012.0,Shooter,Ubisoft,0.22,0.62,0.0,0.12,0.96,88.0,Ubisoft Montreal
Evolve,PS4,2015.0,Shooter,Take-Two Interactive,0.36,0.41,0.05,0.15,0.96,76.0,Turtle Rock Studios
Dead Space 3,PS3,2013.0,Action,Electronic Arts,0.44,0.36,0.0,0.16,0.96,76.0,Visceral Games
NHL 2001,PS2,2000.0,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.96,85.0,EA Sports
Farming Simulator 2013,PC,2012.0,Simulation,Focus Home Interactive,0.0,0.81,0.0,0.15,0.96,65.0,Giants Software
Guitar Hero: Warriors of Rock,Wii,2010.0,Misc,Activision,0.47,0.4,0.0,0.09,0.96,77.0,"Vicarious Visions, Neversoft Entertainment"
de Blob,Wii,2008.0,Platform,THQ,0.49,0.37,0.0,0.1,0.96,82.0,Blue Tongue Entertainment
Shinobi,PS2,2002.0,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09,0.96,71.0,Overworks
Mortal Kombat: Deadly Alliance,XB,2002.0,Fighting,Midway Games,0.77,0.15,0.0,0.04,0.96,81.0,Midway
The Witcher 2: Assassins of Kings,PC,2011.0,Action,Namco Bandai Games,0.25,0.56,0.0,0.14,0.96,88.0,CD Projekt Red Studio
Sniper Elite V2,PS3,2012.0,Shooter,505 Games,0.38,0.38,0.06,0.14,0.96,70.0,Rebellion
ESPN NBA 2K5,XB,2004.0,Sports,Global Star,0.88,0.04,0.0,0.04,0.95,85.0,Visual Concepts
Gangs of London,PSP,2006.0,Adventure,Sony Computer Entertainment,0.3,0.43,0.0,0.22,0.95,52.0,SCEE London Studio
Mario Tennis Open,3DS,2012.0,Sports,Nintendo,0.26,0.29,0.34,0.05,0.95,69.0,Camelot Software Planning
PilotWings Resort,3DS,2011.0,Simulation,Nintendo,0.4,0.36,0.13,0.07,0.95,71.0,Monster Games Inc.
World Championship Poker,PS2,2004.0,Misc,Play It,0.8,0.03,0.0,0.13,0.95,60.0,Coresoft
My Weight Loss Coach,DS,2008.0,Sports,Ubisoft,0.3,0.54,0.0,0.11,0.95,63.0,Ubisoft Montreal
Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005.0,Action,Ubisoft,0.36,0.45,0.0,0.14,0.95,87.0,Ubisoft Montreal
Sonic Unleashed,X360,2008.0,Platform,Sega,0.54,0.32,0.0,0.09,0.95,60.0,Sonic Team
SpongeBob SquarePants: Battle for Bikini Bottom,GC,2003.0,Platform,THQ,0.74,0.19,0.0,0.03,0.95,71.0,Heavy Iron Studios
PlayStation All-Stars Battle Royale,PS3,2012.0,Action,Sony Computer Entertainment,0.5,0.27,0.04,0.15,0.95,74.0,SuperBot Entertainment
Pro Evolution Soccer 2014,PS3,2013.0,Action,Konami Digital Entertainment,0.03,0.41,0.51,0.0,0.95,78.0,Konami
Tom Clancy's Ghost Recon: Future Soldier,PS3,2012.0,Shooter,Ubisoft,0.41,0.32,0.09,0.12,0.95,79.0,Ubisoft Paris
Kessen,PS2,2000.0,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.95,75.0,Koei
Driver: San Francisco,PS3,2011.0,Racing,Ubisoft,0.24,0.52,0.01,0.18,0.95,79.0,Ubisoft Reflections
Army of Two: The 40th Day,X360,2010.0,Shooter,Electronic Arts,0.62,0.24,0.0,0.09,0.95,73.0,EA Montreal
Lost Planet 2,PS3,2010.0,Shooter,Capcom,0.29,0.33,0.2,0.13,0.95,68.0,Capcom
LEGO Pirates of the Caribbean: The Video Game,PS3,2011.0,Action,Disney Interactive Studios,0.36,0.43,0.0,0.16,0.95,73.0,Traveller's Tales
Killzone,PS2,2004.0,Shooter,Sony Computer Entertainment,0.79,0.03,0.0,0.13,0.94,70.0,Guerrilla
The SpongeBob SquarePants Movie,GC,2004.0,Platform,THQ,0.73,0.19,0.0,0.03,0.94,73.0,Heavy Iron Studios
Star Fox 64 3D,3DS,2011.0,Shooter,Nintendo,0.48,0.27,0.13,0.06,0.94,81.0,Nintendo
Castlevania: Lament of Innocence,PS2,2003.0,Action,Konami Digital Entertainment,0.46,0.36,0.0,0.12,0.94,79.0,KCET
Tom Clancy's Splinter Cell: Blacklist,PS3,2013.0,Action,Ubisoft,0.34,0.39,0.06,0.15,0.94,84.0,Ubisoft Toronto
Skylanders: Spyro's Adventure,PS3,2011.0,Action,Activision,0.39,0.39,0.0,0.16,0.94,77.0,Toys for Bob
MVP Baseball 2005,XB,2005.0,Sports,Electronic Arts,0.7,0.2,0.0,0.03,0.94,86.0,EA Sports
Phantasy Star Portable,PSP,2008.0,Role-Playing,Sega,0.19,0.06,0.63,0.05,0.94,64.0,Alfa System
WWE SmackDown vs. Raw 2009,PS3,2008.0,Fighting,THQ,0.51,0.3,0.01,0.12,0.94,78.0,Yuke's
NCAA Football 10,X360,2009.0,Sports,Electronic Arts,0.87,0.0,0.0,0.07,0.94,83.0,EA Tiburon
